headline,topic
"['coronavirus', 'school', 'closures', 'gcses', 'and', 'a-level', 'grading', 'system', 'to', 'be', 'revealed', 'tomorrow', 'after', 'uk', 'exams', 'cancelled']",['news']
"['coronavirus', 'gcses', 'and', 'a-level', 'exams', 'cancelled', 'in', 'england', 'and', 'wales', 'due', 'to', 'covid-19', 'spread']",['news']
"['coronavirus', 'headteachers', 'back', 'schools', 'staying', 'open', 'but', 'say', 'clarity', 'needed', 'on', 'gcses', 'and', 'a', 'levels']",['news']
"['jewish', 'private', 'school', 'in', 'london', 'rapped', 'by', 'ofsted', 'for', 'teaching', 'creationism', 'and', 'not', 'letting', 'students', 'take', 'gcses']",['news']
"['gcse', 'and', 'a-level', 'exams', 'could', 'be', 'delayed', 'because', 'of', 'coronavirus', 'school', 'closures']",['news']
"['coronavirus', 'schools', 'to', 'have', 'contingency', 'plans', 'for', 'gcses', 'but', 'ofqual', 'tell', 'students', 'to', 'prepare', 'for', 'exams', ""'as"", 'usual']",['news']
"['gcses', 'pen', 'and', 'paper-based', 'exams', 'in', 'wales', 'could', 'be', 'replaced', 'with', 'computer-based', 'tests', 'qualification', 'chief', 'says']",['news']
"['gcses', 'students', 'from', 'an', 'immigrant', 'background', 'beat', 'native-speaking', 'peers']",['news']
"['girls', 'more', 'than', 'twice', 'as', 'likely', 'as', 'boys', 'to', 'pass', 'gcse', 'languages']",['news']
"['private', 'schools', 'moving', 'away', 'from', ""'past"", 'their', 'sell-by-date', 'gcses', 'says', 'head']",['news']
"['schools', 'cutting', 'the', 'curriculum', 'to', '‘', 'game', '’', 'gcse', 'results', 'and', 'league', 'tables', 'ofsted', 'warns']",['news']
"['the', 'igcse', 'is', ""n't"", 'available', 'in', 'state', 'schools', 'and', 'many', 'believe', 'it', 'benefits', 'private-school', 'pupils']",['news']
"['ocr', 'exam', 'board', 'confirms', 'plans', 'for', 'new', 'natural', 'history', 'gcse', 'to', 'bolster', 'environmental', 'awareness']",['news']
"[""'long"", 'overdue', 'natural', 'history', 'gcse', 'could', 'face', 'uphill', 'battle', 'for', 'approval']",['news']
"['exam', 'regulator', 'ofqual', 'to', 'test', 'using', 'ai', 'to', 'help', 'mark', 'gcses', 'and', 'a', 'levels']",['news']
"['natural', 'history', 'gcse', 'is', 'being', 'planned', 'to', 'reconnect', 'teenagers', 'with', 'wildlife']",['news']
"['penalties', 'issued', 'to', 'students', 'for', 'cheating', 'in', 'their', 'gcses', 'as', 'and', 'a', 'levels', 'up', '11', 'per', 'cent']",['news']
"['reformed', 'english', 'gcses', 'are', ""'dull"", 'and', ""'tedious"", ',', 'putting', 'students', 'off', 'taking', 'subject', 'at', 'a', 'level', 'teachers', 'warn']",['news']
"['teenagers', 'who', 'miss', 'breakfast', 'get', 'worse', 'gcse', 'grades', 'study', 'finds']",['news']
"[""'high"", 'pressure', 'gcse', 'exams', ""'are"", 'like', 'the', 'victorian', 'dunce', 'cap', ',', 'private', 'school', 'heads', 'say']",['news']
"['gcse', 'grade', 'boundaries', 'to', 'be', 'lowered', 'in', 'french', 'and', 'german', 'after', 'exams', 'regulator', 'finds', 'subjects', 'are', 'too', 'hard']",['news']
"['more', 'than', 'a', 'third', 'of', 'students', 'failed', 'to', 'pass', 'gcses', 'in', 'english', 'and', 'maths', '—', 'and', 'headteachers', 'call', 'for', 'change']",['news']
"['top', 'private', 'schools', 'looking', 'at', 'an', 'ai', 'assessment', 'which', 'could', 'replace', 'gcses']",['news']
"['headteachers', 'call', 'for', 'gcse', 'english', 'language', 'to', 'be', 'scrapped', 'as', 'a', 'third', 'of', 'students', 'fail', 'english']",['news']
"['a-level', 'and', 'gcse', 'exam', ""'thieves"", 'who', 'leak', 'stolen', 'papers', 'to', 'cheats', 'are', ""'winning"", ',', 'warns', 'ex-regulator']",['news']
"['gcse', 'triumph', 'at', 'britain', '’', 's', '‘', 'strictest', 'school', '’', 'michaela', 'shows', 'that', 'obstructing', 'free', 'schools', 'is', 'bad', 'for', 'kids']",['opinion']
"['britain', ""'s"", ""'strictest"", 'school', 'michaela', 'hails', ""'education"", 'revolution', 'after', 'gcse', 'results', 'success']",['news']
"['gcse', 'results', 'day', '2019', 'here', ""'s"", 'what', 'to', 'do', 'if', 'you', 'failed', 'maths', 'or', 'english']",['news']
"['gcse', 'grades', 'explained', 'how', 'the', 'new', '1-9', 'grades', 'work', 'letter', 'equivalents', 'and', 'why', 'the', 'marking', 'system', 'was', 'introduced']",['news']
"['gcse', 'results', 'day', '2019', 'call', 'for', 'free', 'exam', 're-marks', 'to', 'help', 'poor', 'students']",['news']
"['gcse', 'results', 'day', '2019', '‘', 'home', 'schooling', 'made', 'my', 'exams', 'feel', 'less', 'stressful', '’']",['news']
"['education', 'system', 'explained', 'how', 'waves', 'of', 'reforms', 'to', 'sats', 'ebacc', 'gcses', 'and', 'a-levels', 'have', 'affected', 'results']",['news']
"['when', 'is', 'gcse', 'results', 'day', '2019', 'date', 'what', 'time', 'grade', 'boundaries', 'are', 'released', 'and', 'how', 'the', 'grades', 'work']",['news']
"['gcse', 'grade', 'boundaries', '2019', 'what', 'time', 'they', 'are', 'released', 'and', 'where', 'to', 'find', 'ocr', 'aqa', 'and', 'more']",['news']
"['gcse', 'results', 'day', '2019', 'top', 'grades', 'rise', 'to', 'highest', 'level', 'in', 'four', 'years']",['news']
"['gcse', 'new', 'grading', 'explained', 'letter', 'equivalents', 'for', 'the', 'new', '1-9', 'number', 'marking', 'system']",['news']
"['gcse', 'results', 'day', '2019', 'surge', 'in', 'number', 'of', 'girls', 'taking', 'computing']",['news']
"['gcse', 'results', 'day', '2019', 'headteachers', 'fear', 'losing', 'their', 'jobs', 'and', 'experience', 'sleepless', 'nights', 'over', 'poor', 'results']",['news']
"['the', 'secret', 'teacher', ""'s"", 'kate', 'stewart', 'i', 'left', 'school', 'at', '15', 'without', 'any', 'gcses', '–', 'i', ""'m"", 'proof', 'you', 'can', 'still', 'succeed']",['opinion']
"['poor', 'children', 'twice', 'as', 'likely', 'to', 'fail', 'their', 'maths', 'gcse', 'than', 'those', 'from', 'richer', 'areas']",['news']
"['child', 'benefit', 'parents', 'warned', 'to', 'reapply', 'as', '200,000', 'could', 'risk', 'losing', '£1,067', 'after', 'gcse', 'results', 'day']",['inews-lifestyle']
"['gcse', 'reforms', 'english', 'baccalaureate', ""'squeezed"", 'out', 'music', 'and', 'arts', 'in', 'schools', 'and', ""'should"", 'be', 'scrapped']",['news']
"['vegetarian', 'teen', 'disqualified', 'from', 'gcse', 'exam', 'over', 'islamophobia', 'for', 'criticising', 'halal', 'meat']",['news']
"['what', 'i', 'learnt', 'from', 'writing', 'a', 'novel', 'for', 'my', 'gcse', 'students']",['inews-lifestyle']
"['meet', 'deaf', 'schoolboy', '13', 'who', 'is', 'campaigning', 'for', 'a', 'gcse', 'in', 'british', 'sign', 'language']",['inews-lifestyle']
"[""'dead"", 'white', 'men', 'move', 'aside', 'for', 'ethnically', 'diverse', 'writers', 'on', 'gcse', 'english', 'syllabus']",['news']
"['gcse', 'maths', 'question', 'on', 'calorie', 'counting', 'criticised', 'for', 'insensitivity', 'to', 'students', 'with', 'eating', 'disorders']",['news']
"['make', 'teenagers', 'do', 'agriculture', 'gcses', 'to', 'stop', 'them', 'becoming', 'vegan', 'vigilantes', 'says', 'countryfile', 'host', 'adam', 'henson']",['news']
"['gcse', 'pupils', 'taught', 'wrong', 'book', 'for', 'two', 'years', 'by', '£37,000-a-year', 'private', 'school', 'and', 'find', 'out', 'during', 'exam']",['news']
"['meet', 'unjaded', 'jade', 'and', 'the', ""'study"", 'tubers', 'guiding', 'gcse', 'and', 'a-level', 'pupils', 'through', 'exam', 'revision']",['news']
"['man', '29', 'says', 'he', 'got', 'universal', 'credit', 'sanctions', 'for', 'not', 'going', 'to', 'an', 'english', 'class', 'despite', 'having', 'an', 'english', 'gcse']",['news']
"['gcse', 'system', 'rubs', 'students', 'noses', 'in', 'disappointment', 'school', 'union', 'chief', 'says']",['news']
"['scrap', ""'pointless"", 'gcses', 'and', 'replace', 'a-levels', 'says', 'mp']",['news']
"['gcse', 'and', 'ebacc', 'reforms', 'see', 'poorer', 'students', ""'less"", 'likely', 'to', 'study', 'history', 'and', 'attract', 'top', 'universities']",['news']
"['private', 'schools', 'accused', 'of', ""'cheating"", 'the', 'system', 'with', ""'easier"", 'gcse', 'tests']",['news']
"['angela', 'rayner', 'labour', 'will', 'scrap', 'gcse', 'resits', 'for', 'college', 'students']",['news']
"['a', 'gcse', 'textbook', 'that', 'claimed', 'caribbean', 'fathers', 'were', ""'largely"", 'absent', 'has', 'been', 'pulled', 'from', 'sale']",['news']
"['‘', 'people', 'like', 'me', 'with', 'low', 'gcse', 'results', 'are', ""n't"", 'failures', '’', 'young', 'gymnast', 'sends', 'touching', 'message', 'to', 'education', 'secretary', 'damian', 'hinds']",['news']
"['gcse', 'results', 'day', '2018', 'what', 'time', 'are', 'grade', 'boundaries', 'released', 'today']",['news']
"['gcse', 'results', 'day', '2018', 'girls', 'beat', 'boys', 'in', 'gaining', ""'clean"", 'sweep', 'of', 'grade', '9s']",['news']
"['quiz', 'can', 'you', 'pass', 'this', 'maths', 'gcse', 'exam']",['news']
"['gcse', 'results', '2018', 'first', 'rise', 'in', 'top', 'grades', 'for', 'seven', 'years', 'despite', 'tougher', 'new', 'exams']",['news']
"['quiz', 'can', 'you', 'pass', 'this', 'science', 'gcse', 'exam']",['news']
"['8', 'is', 'the', 'midway', 'point', 'between', '9', 'and', '7', ':', 'education', 'minister', ""'s"", 'hilariously', 'confusing', 'explanation', 'of', 'new', 'gcse', 'grades']",['news']
"['gcse', 'results', 'day', '2018', 'school', 'that', 'banned', 'talking', 'in', 'corridors', 'sees', 'grades', 'increase', 'by', '10']",['news']
"['gcse', 'results', '2018', 'were', 'the', 'biggest', 'reforms', 'in', 'a', 'generation', 'worth', 'it', 'in', 'the', 'end']",['opinion']
"['gcse', 'reforms', 'are', 'being', 'undermined', 'by', 'exams', 'watchdog', 'top', 'academic', 'warns']",['news']
"['this', 'deaf', '12', 'year', 'old', 'has', 'forced', 'the', 'government', 'to', 'back', 'down', 'on', 'its', 'decision', 'to', 'delay', 'introducing', 'a', 'sign', 'language', 'gcse']",['news']
"['as', 'few', 'as', '200', 'gcse', 'pupils', 'likely', 'to', 'gain', 'clean', 'sweep', 'of', 'top', 'grades']",['news']
"['labour', 'mp', 'lucy', 'powell', 'warns', 'of', 'mental', 'health', ""'ticking"", 'time', 'bomb', 'due', 'to', 'tougher', 'gcses']",['news']
"[""'inhumane"", 'gcse', 'exam', 'system', 'harming', 'pupils', 'warns', 'heads']",['news']
"['securing', 'an', 'a', 'instead', 'of', 'an', 'a', 'in', 'maths', 'gcse', ""'can"", 'lead', 'to', 'a', '£7k', 'salary', 'boost']",['news']
"['british', 'sign', 'language', 'gcse', 'could', 'become', 'a', 'reality', 'for', 'uk', 'pupils']",['news']
"[""'toxic"", 'gcse', 'league', 'tables', 'are', 'unfair', 'on', 'white', 'working', 'class', 'pupils']",['news']
"['authorities', 'deny', 'boy', 'his', 'gcse', 'grades', 'after', 'random', 'stabbing', 'stops', 'him', 'sitting', 'exams']",['news']
"['quiz', 'can', 'you', 'answer', 'these', '10', 'gcse', 'questions']",['light-relief']
"['gcse', 'students', 'can', 'not', 'tell', 'the', 'time', 'using', 'a', 'traditional', 'clock', 'face']",['news']
"['listen', 'to', 'these', 'raps', 'if', 'you', 'want', 'to', 'pass', 'your', 'gcses']",['news']
"['disadvantaged', 'teens', 'in', 'north', 'of', 'england', 'score', 'one', 'gcse', 'grade', 'lower', 'than', 'southern', 'pupils']",['news']
"['gcse', 'league', 'tables', 'show', 'rise', 'in', 'number', 'of', ""'failing"", 'secondary', 'schools']",['news']
"['gcse', 'results', 'show', 'first', 'drop', 'in', 'ebacc', 'entries', 'as', 'languages', 'decline']",['news']
"[""'doctors"", 'said', 'my', 'brain', 'tumour', 'was', 'exam', 'stress', ""'"", 'says', 'gcse', 'high-flyer']",['news']
"['things', 'i', 'wish', 'i', 'could', 'have', 'told', 'myself', 'on', 'my', 'gcse', 'results', 'day']",['news']
"['overall', 'gcse', 'pass', 'rates', 'fall', 'amid', 'biggest', 'exam', 'overhaul', 'for', 'a', 'generation']",['news']
"['martyn', 'hett', ""'s"", 'younger', 'sister', 'absolutely', 'smashed', 'her', 'gcses', 'taken', 'days', 'after', 'manchester', 'bombing']",['news']
"['what', 'the', 'new', 'gcse', 'grades', '9-1', 'really', 'mean']",['news']
"['gcses', ""'schools"", 'still', 'have', 'work', 'to', 'do', 'to', 'close', 'the', 'attainment', 'gap']",['opinion']
"['gcses', 'girls', 'outperform', 'boys', 'to', 'claim', '60', 'of', 'new', 'top', 'grade']",['news']
"['gcse', 'results', 'more', 'than', '2,000', 'students', 'get', 'straight', '9', 'grades']",['news']
"['students', 'sitting', 'gcse', 'maths', 'only', 'needed', '18', 'to', 'pass', 'this', 'year', ""'s"", 'exam']",['news']
"['gcse', 'results', 'heads', 'warn', 'languages', 'will', 'become', ""'extinct"", 'in', 'state', 'schools']",['news']
"['paris', 'lees', 'what', 'i', 'wish', 'i', 'could', 'have', 'told', 'myself', 'on', 'gcse', 'results', 'day']",['opinion']
"['gcses', 'number', 'of', 'top', 'grades', 'to', 'fall', 'in', 'biggest', 'shake', 'up', 'for', 'a', 'generation']",['news']
"['headeachers', 'fear', 'for', 'jobs', 'over', ""'volatile"", 'gcse', 'results']",['news']
"['employers', 'confused', 'by', ""'gibberish"", 'new', 'gcses']",['news']
"['the', 'new', 'gcse', 'grading', 'system', 'is', 'simple', 'why', 'all', 'the', 'fuss']",['opinion']
"['gcse', 'students', 'will', 'get', 'a', ""'strong"", 'pass', 'or', ""'standard"", 'pass', 'this', 'summer']",['news']
"['new', 'gcse', 'grades', ""'confusing"", 'parents', 'watchdog', 'admits']",['news']
"['gcse', 'league', 'tables', 'schools', 'chase', 'out', 'poorly', 'performing', 'pupils', 'to', 'game', 'system', 'says', 'report']",['news']
"['no-one', 'at', 'my', 'council', 'estate', 'school', 'expected', 'to', 'get', 'five', 'gcses', 'how', 'things', 'have', 'changed']",['news']
"['gcses', 'here', ""'s"", 'why', 'you', 'should', ""n't"", 'give', 'up', 'on', 'poetry']",['entertainment']
"['a-level', 'and', 'gcse', 'exams', 'row', 'pm', 'has', ""'confidence"", 'in', 'gavin', 'williamson', 'and', 'ofqual']",['nation']
"['a-levels', 'and', 'gcses', 'free', 'exam', 'appeals', 'for', 'schools', 'in', 'england']",['nation']
"['northern', 'ireland', 'gcse', 'students', 'will', 'now', 'be', 'awarded', 'teachers', 'grades', 'without', 'standardisation']",['world']
"['a-levels', 'and', 'gcses', 'u-turn', 'as', 'teacher', 'estimates', 'to', 'be', 'used', 'for', 'exam', 'results']",['world']
"['coronavirus', 'uk', 'updates', 'as', 'huge', 'change', 'to', 'gcse', 'and', 'a', 'levels', 'announced']",['health']
"['gcse', 'results', 'algorithm', 'scrapped', 'in', 'northern', 'ireland', 'with', 'pupils', 'set', 'to', 'get', 'teachers', 'predictions', 'as', 'grades']",['nation']
"['igcse', 'results', '2020', 'cambridge', 'international', 'releases', 'as', 'a', 'level', 'results', 'for', 'june', '2020', 'series']",['world']
"['a-level', 'and', 'gcse', 'results', 'absurd', 'solution', 'in', 'tatters', 'and', 'minister', 'in', 'jeopardy']",['nation']
"['gcses', 'results', 'will', 'be', ""'solely"", 'based', 'on', 'teacher', 'predictions']",['nation']
"['uk', 'coronavirus', 'live', 'croatia', ""'could"", 'be', 'next', 'on', 'quarantine', 'list', 'as', 'government', 'urged', 'to', 'delay', 'gcse', 'results', 'amid', 'a', 'level', ""'shambles""]",['health']
"['controversial', 'exams', 'algorithm', 'to', 'set', '97', 'of', 'gcse', 'results']",['nation']
"['from', 'bad', 'to', 'verse', 'schools', 'are', 'given', 'the', 'ok', 'to', 'drop', 'poetry', 'from', 'gcse', 'exams']",['nation']
"['ni', 'gcse', 'students', 'to', 'receive', 'teacher', 'predictive', 'grades']",['world']
"['unions', 'say', 'government', 'has', ""'head"", 'in', 'sand', 'over', '2021', 'gcses', 'and', 'a-levels']",['nation']
"['poetry', 'made', 'optional', 'for', 'english', 'literature', 'gcse', 'exams', 'next', 'year', 'regulator', 'announces']",['nation']
"['brookhouse', 'school', 'shines', 'in', 'a-level', 'and', 'igcse']",['nation']
"['a-level', 'and', 'gcse', 'results', ""'improved"", 'schools', 'can', 'challenge', 'grades']",['nation']
"['a-level', 'and', 'gcse', 'grades', 'for', 'thousands', 'of', 'students', 'in', 'wales', 'have', 'been', 'lowered']",['nation']
"['schools', 'can', 'appeal', 'against', 'a-level', 'and', 'gcse', 'grades', 'for', 'free', 'says', 'williamson']",['nation']
"['gcses', 'and', 'a-level', 'exams', 'estimated', 'results', 'to', 'be', 'used', 'for', 'welsh', 'grades']",['nation']
"['labour', 'leader', 'sir', 'keir', 'starmer', 'hits', 'out', 'at', ""'complete"", 'fiasco', 'of', 'last-minute', 'a-level', 'and', 'gcse', 'assessment', 'changes', 'in', 'england']",['nation']
"['pm', 'urged', 'to', 'consider', 'delaying', 'gcse', 'results', 'amid', 'mounting', 'a-level', 'anger']",['nation']
